image_id,caption,label,hypothesis
6073765731,two women working in a laboratory with a sink,contradiction,Женщина спит на диване.
6073765731,two women working in a laboratory with a sink,entailment,Женщина помогает другой женщине с работой.
6073765731,two women working in a laboratory with a sink,neutral,Две женщины пытаются выполнить заказы от доктора.
6935146937,a basketball player slam dunking a ball in a hoop,contradiction,Этот мужчина азиат.
6935146937,a basketball player slam dunking a ball in a hoop,entailment,Этот мужчина играет.
6935146937,a basketball player slam dunking a ball in a hoop,contradiction,Этот мужчина спит дома.
6935146937,a basketball player slam dunking a ball in a hoop,contradiction,"Человек делает сандвич, в то время как толпа ахает в восхищении."
6935146937,a basketball player slam dunking a ball in a hoop,entailment,"Толпа смотрит на кого-то, играющего в баскетбол."
6935146937,a basketball player slam dunking a ball in a hoop,neutral,Знаменитый игрок НБА играет в стритбол перед толпой.
7206615914,a group of people standing on a stage playing music,entailment,Люди играют на скрипке на сцене.
7206615914,a group of people standing on a stage playing music,contradiction,"Люди играют на гармонике, стоя на крыше."
85306246,a man sitting on the ground cutting a cake,entailment,У мужчины есть инструменты.
85306246,a man sitting on the ground cutting a cake,neutral,Мужчина чинит плотину.
85306246,a man sitting on the ground cutting a cake,contradiction,Этот мужчина находится в офисном здании.
